seed,split,job_id,candidate_unordered_pairs,near_ties_removed,eligible_pairs,eligible_hard_negatives,selected_pairs,selected_hard_negatives
89,validation,JOB_2688,4950,1620,3330,2854,150,150
89,validation,JOB_2921,4950,4562,388,224,150,150
89,validation,JOB_3222,4950,2026,2924,2203,150,150
89,validation,JOB_4001,4950,2906,2044,635,150,150
89,validation,JOB_4626,4950,2138,2812,1416,150,150
89,validation,JOB_4798,4950,3598,1352,666,150,150
89,validation,JOB_5860,4950,1813,3137,2456,150,150
89,validation,JOB_6011,4950,1626,3324,2567,150,150
89,validation,JOB_6163,4950,4198,752,432,150,150
89,validation,JOB_7214,4950,1578,3372,2819,150,150
89,validation,JOB_8277,4950,1876,3074,2497,150,150
89,validation,JOB_8510,4950,2097,2853,2482,150,150
89,validation,JOB_8814,4950,1329,3621,3240,150,150
89,validation,JOB_896,4950,1634,3316,2550,150,150
89,validation,JOB_8984,4950,3677,1273,863,150,150
89,validation,JOB_9693,4950,1479,3471,3192,150,150
